acoustic_infrastructure_cost,aiding_availability,channel_switches,completed,coverage_fraction,detection_latency_s,elapsed_s,false_alarms,max_cross_track_m,mean_altitude_m,mode_transitions,p95_position_error_m,path_length_m,path_overhead,policy,rms_cross_track_m,rms_position_error_m,safety_violations,scenario,seed,surfaced,surfacing_commanded,swath_coverage,terminal_error_m,waypoints_captured,waypoints_surveyed,waypoints_total
0.449894403379092,0.795934530095037,1,True,1.0,,378.80000000001763,0,0.27049982452210974,2.999831597643633,0,0.1970517801142987,94.7332271494718,-0.03333441684212446,camera_coaxial+usbl@3.0m/0.25mps/weight/continue,0.09152430614631324,0.14081002988751323,0,E10_current_steady,20801000,False,False,0.9999438658812111,0.20607242503696846,8,8,8
0.44979112271540483,0.6778067885117494,1,True,1.0,,191.4999999999934,0,0.2655483696971599,3.0003046843104753,0,0.30142571598982565,95.21106602130189,-0.028458509986715397,camera_coaxial+usbl@3.0m/0.50mps/gate/continue,0.08814834955913667,0.19544693899063983,0,E10_current_steady,20801000,False,False,1.0001015614368252,0.23934434155923054,8,8,8
0.44979112271540483,0.7859007832898173,1,True,1.0,,191.4999999999934,0,0.24715554933038986,3.0003489096406044,0,0.28666835166770493,95.2100075647542,-0.028469310563732586,camera_coaxial+usbl@3.0m/0.50mps/weight/continue,0.0829094263622341,0.1853230001577078,0,E10_current_steady,20801000,False,False,1.0001163032135347,0.23350836105512568,8,8,8
0.1499736911339121,0.17574322546698237,0,True,1.0,,380.1000000000179,0,0.5731429751836536,1.020277475038733,0,0.6534683555963817,95.79410301157249,-0.022509152943137822,camera_offaxis+lbl@1.0m/0.25mps/gate/continue,0.238170861279164,0.40152029405999395,0,E10_current_steady,20801000,False,False,0.3400924916795776,0.7292471652888618,8,8,8
0.14997357992073973,1.0,0,True,1.0,,378.50000000001756,0,0.2510023971054185,1.0197028190598838,0,0.04202020765213847,95.25983534830169,-0.027960863792839907,camera_offaxis+lbl@1.0m/0.25mps/weight/continue,0.06801745767728777,0.03371391010463726,0,E10_current_steady,20801000,False,False,0.33990093968662793,0.022310083049599826,8,8,8
0.1499480519480519,0.03844155844155844,0,True,1.0,,192.49999999999335,0,0.35814794740989875,1.0415762670623328,0,0.5691783889276303,96.10937796658118,-0.01929206156549823,camera_offaxis+lbl@1.0m/0.50mps/gate/continue,0.2169080849245899,0.36942828042867293,0,E10_current_steady,20801000,False,False,0.3471920890207776,0.475981240791848,8,8,8
0.14994775339602923,1.0,0,True,1.0,,191.3999999999934,0,0.22842369253566464,1.0411373005271702,0,0.23936383223812674,95.47857244333223,-0.025728852619058884,camera_offaxis+lbl@1.0m/0.50mps/weight/continue,0.08991269876258055,0.13567278062118074,0,E10_current_steady,20801000,False,False,0.3470457668423901,0.17111048302818285,8,8,8
0.14997363564460847,0.20722383337727393,0,True,1.0,,379.30000000001775,0,0.6053946693197481,2.006511771553933,0,0.5999475309220762,95.16804029024905,-0.028897548058683165,camera_offaxis+lbl@2.0m/0.25mps/gate/continue,0.2631710013422597,0.36481886079154563,0,E10_current_steady,20801000,False,False,0.6688372571846443,0.6839846402690881,8,8,8
0.1499735309687665,0.9997353096876654,0,True,1.0,,377.8000000000174,0,0.23330178040338367,2.0059137118045274,0,0.06523882915134765,94.7237575607938,-0.03343104529802243,camera_offaxis+lbl@2.0m/0.25mps/weight/continue,0.07419318940794598,0.05191537447391918,0,E10_current_steady,20801000,False,False,0.6686379039348425,0.04449680051272062,8,8,8
0.1499480519480519,0.054025974025974026,0,True,1.0,,192.49999999999335,0,0.3596010770169915,2.0142343900718687,0,0.5578420263825594,95.83470362478616,-0.022094860971569763,camera_offaxis+lbl@2.0m/0.50mps/gate/continue,0.20471989445526378,0.36105951015301724,0,E10_current_steady,20801000,False,False,0.6714114633572895,0.47638280490152435,8,8,8
